Phone,Account.Length,Day.Mins,Day.Calls,Day.Charge,Eve.Mins,Eve.Calls,Eve.Charge,Night.Mins,Night.Calls,Night.Charge,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn.
409-8814,77,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,False.
336-5406,78,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,False.
361-9923,101,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,False.
350-6639,44,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,False.
376-4300,98,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,False.
349-6567,64,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,False.
333-7749,141,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,False.
408-6089,81,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,False.
375-2165,162,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,False.
400-6999,83,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,False.
366-5241,59,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,False.
413-3412,179,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,False.
337-8078,117,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,False.
402-1942,64,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,True.
371-7917,31,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,False.
343-6374,124,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,False.
385-8730,122,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,False.
393-7892,37,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,False.
407-6748,90,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,False.
341-4463,159,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,True.
351-2587,148,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,False.
421-9752,39,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,False.
328-9869,194,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,False.
343-5709,154,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,True.
369-3214,132,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,False.
383-7689,135,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,False.
385-5722,56,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,False.
357-1909,151,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,True.
364-3567,32,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,False.
422-4241,90,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,False.
370-2957,87,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,False.
329-6562,138,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,False.
363-3515,79,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,False.
374-7787,95,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,True.
345-2931,127,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,False.
348-7437,97,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,False.
355-6531,117,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,False.
346-8581,137,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,False.
363-8824,99,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,False.
353-3351,54,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,False.
360-4320,85,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,False.
417-6252,150,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,False.
401-3156,35,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,False.
338-6283,98,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,False.
352-9017,112,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,False.
405-5305,16,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,True.
376-9249,98,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,False.
328-6011,94,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,True.
402-5155,66,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,True.
333-5430,98,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,False.
410-4023,96,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,False.
411-7649,119,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False.
338-4065,73,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,False.
343-9658,21,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,False.
351-4288,145,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,False.
422-5874,25,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,False.
416-5662,85,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,False.
363-9663,126,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,False.
410-9477,76,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,False.
352-4418,113,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,True.
361-6563,224,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,True.
417-4404,117,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,False.
372-8048,128,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,False.
356-3646,115,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,False.
355-9581,51,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False.
356-9187,96,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,False.
394-5537,112,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,1,False.
355-1113,67,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,False.
382-2879,148,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,False.
411-7390,78,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,False.
383-8848,61,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,False.
387-9301,58,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,False.
399-3164,155,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,False.
352-6573,113,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,False.
408-3384,81,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,False.
419-6033,135,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,False.
336-2090,99,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,False.
343-7242,59,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,False.
376-1713,135,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,False.
381-5878,85,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,2,False.
390-5470,70,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3,0,False.
414-4803,88,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,False.
382-5478,55,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,False.
333-7637,75,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,False.
341-1647,79,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,False.
411-4232,85,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,False.
339-2616,86,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,False.
405-6189,97,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,True.
418-6737,88,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,True.
366-2212,60,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,False.
356-1420,54,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False.
343-1323,11,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,False.
361-8239,109,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,0,False.
384-1621,90,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,False.
360-3525,115,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,False.
392-3813,144,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,False.
366-8036,105,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,False.
352-8327,71,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True.
334-9505,132,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True.
336-5702,112,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False.
392-2381,86,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3,3,False.
379-2514,149,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,False.
418-6651,72,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True.
421-3528,139,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4,0,False.
406-3890,50,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,False.
403-8904,141,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,False.
393-4086,140,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,False.
400-1367,99,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,False.
377-9473,166,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,False.
347-1914,117,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,False.
395-1962,85,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,False.
401-5485,36,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,False.
355-6560,102,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,False.
345-1998,165,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0,0,0,1,False.
376-7145,78,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,False.
376-8573,92,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,True.
366-7360,129,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,False.
347-7898,18,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,False.
390-7328,161,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3,2,False.
356-5491,93,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,2,False.
373-3251,144,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,False.
343-1965,75,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,True.
378-8019,95,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,False.
386-1548,126,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,False.
397-1649,124,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,False.
366-7247,93,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,True.
402-9691,109,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,False.
378-7733,41,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3,1,False.
407-2248,136,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,False.
405-3916,92,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51,3,True.
407-2081,143,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,1,False.
397-9148,118,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,True.
415-4857,193,124,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,False.
354-7314,73,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4,3,False.
346-5611,62,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,False.
349-4703,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,False.
421-1469,148,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,False.
420-5990,96,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,False.
389-4780,52,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,False.
357-2735,87,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,False.
409-4791,41,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,False.
380-5286,112,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,False.
394-8402,88,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,True.
392-1616,122,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,False.
364-1969,61,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,False.
390-4152,87,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1,False.
367-7039,176,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,False.
391-6607,30,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,False.
384-1833,46,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,False.
403-2455,100,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,False.
391-1348,47,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,2,False.
408-4174,77,163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,False.
366-4334,98,213.7,61,36.33,253,104,21.51,207.7,73,9.35,10.7,5,2.89,2,False.
406-5059,125,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,False.
373-6784,67,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,False.
408-3532,194,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,False.
350-8680,128,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,1,False.
343-3356,165,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,0,False.
415-4609,59,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,False.
404-5387,47,141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11,1,False.
415-8151,150,209.9,77,35.68,158,52,13.43,141.9,113,6.39,6.6,1,1.78,0,False.
416-2778,152,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,True.
393-3300,26,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,False.
391-7661,79,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3,False.
418-6455,69,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27,2,True.
378-3508,95,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,True.
390-9359,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,False.
364-7719,111,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,True.
421-1189,157,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,False.
419-8987,44,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,True.
402-9980,61,78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,2,False.
376-5908,65,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,False.
400-3150,74,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,False.
336-1749,123,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,False.
420-1259,58,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,False.
339-7541,74,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,True.
378-9029,125,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,False.
342-7514,80,160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89,1,False.
422-4956,53,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94,0,False.
389-8606,99,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,False.
406-7261,99,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,False.
417-7973,66,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,False.
390-2891,97,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27,3,False.
385-7387,75,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,False.
362-2776,85,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,False.
329-1955,108,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7,2,False.
344-3160,133,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,True.
406-2454,51,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,False.
335-3913,186,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,False.
355-7705,44,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,False.
410-7108,64,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43,3,False.
351-7369,114,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,False.
349-9566,92,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,False.
393-8199,90,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,False.
388-4879,72,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,False.
353-6007,113,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,True.
356-7217,104,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,False.
350-2012,165,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,False.
420-9838,104,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,True.
373-6379,110,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,False.
355-7293,90,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,False.
406-4588,114,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2,1,False.
345-1524,101,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,True.
361-2924,109,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,False.
359-6163,82,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,False.
411-8140,92,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,False.
381-9049,82,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,False.
344-4478,90,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,False.
410-7383,124,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,False.
356-1889,39,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,False.
341-2360,84,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,False.
370-3021,75,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,False.
336-4656,102,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,False.
386-2810,62,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,True.
350-1354,143,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,False.
346-5707,53,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,False.
405-8370,30,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,False.
373-2053,112,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2,True.
369-5222,129,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,False.
347-7420,63,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,False.
392-6856,28,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,False.
371-5556,111,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,False.
334-5337,91,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,False.
334-8817,90,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43,1,False.
339-1405,151,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,False.
380-7742,105,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,True.
329-6191,41,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,False.
340-3075,48,172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16,1,False.
416-5849,166,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,False.
383-1657,110,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,True.
347-4112,163,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,False.
362-8280,126,122.4,88,20.81,143.8,111,12.22,157,106,7.07,11.5,3,3.11,1,False.
402-9982,105,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2,False.
392-5512,126,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,False.
351-6384,97,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,False.
348-8015,95,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,True.
374-6966,87,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,False.
328-2236,97,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,False.
372-6497,76,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,True.
417-8617,140,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,False.
361-9621,169,100.8,112,17.14,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,False.
421-2723,68,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,False.
327-9341,122,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,False.
328-8147,120,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,False.
373-5438,121,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,False.
333-9253,64,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,False.
419-3167,106,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,False.
414-4162,88,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,False.
368-8600,83,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,False.
336-6085,49,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,False.
360-2107,50,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,False.
405-9384,153,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,False.
420-5179,88,192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03,1,False.
411-5958,79,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,True.
333-8180,140,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,False.
396-2867,54,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,False.
341-9443,87,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,False.
341-4103,96,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,False.
416-8701,79,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True.
397-6109,55,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,False.
392-5587,130,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,False.
392-9342,34,151,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,False.
368-2845,139,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,False.
405-4920,109,264.7,69,45,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True.
348-7484,65,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,False.
338-5207,63,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,False.
358-8729,147,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,False.
349-1943,112,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,False.
368-8283,120,252,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,False.
358-8025,171,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,False.
370-7565,32,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,False.
401-6162,3,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,False.
